filename,avg_r,avg_g,avg_b
enh_040820_200804_12.jpg,93.63045473782942,109.38836446513544,111.18707105600294
rot_90_040820_200804_12.jpg,102.39862766517203,114.27650587939239,114.6307020955344
rot_180_040820_200804_12.jpg,102.39862766517203,114.27650587939239,114.6307020955344
gray_040820_200804_12.jpg,110.77086383601757,110.77086383601757,110.77086383601757
040820_200804_13.jpg,122.82679241398243,126.53404099560761,140.6143607590593
bgr_040820_200804_13.jpg,140.6143607590593,126.53404099560761,122.82679241398243
enh_040820_200804_13.jpg,112.74631680087847,115.02010317532942,128.23444220122622
rot_90_040820_200804_13.jpg,122.82679241398243,126.53404099560761,140.6143607590593
rot_180_040820_200804_13.jpg,122.82679241398243,126.53404099560761,140.6143607590593
gray_040820_200804_13.jpg,127.05245413158858,127.05245413158858,127.05245413158858
040820_200804_14.jpg,110.83072509765626,119.67546956380208,111.34038899739583
bgr_040820_200804_14.jpg,111.34038899739583,119.67546956380208,110.83072509765626
enh_040820_200804_14.jpg,104.919482421875,121.0779638671875,102.56892008463542
rot_90_040820_200804_14.jpg,110.83072509765626,119.67546956380208,111.34038899739583
rot_180_040820_200804_14.jpg,110.83072509765626,119.67546956380208,111.34038899739583
gray_040820_200804_14.jpg,116.0810693359375,116.0810693359375,116.0810693359375
040820_200804_15.jpg,165.7474532733633,149.40809595202398,134.61128935532233
bgr_040820_200804_15.jpg,134.61128935532233,149.40809595202398,165.7474532733633
enh_040820_200804_15.jpg,167.47283858070963,141.42296751624187,120.7952883558221
rot_90_040820_200804_15.jpg,165.7474532733633,149.40809595202398,134.61128935532233
rot_180_040820_200804_15.jpg,165.7474532733633,149.40809595202398,134.61128935532233
gray_040820_200804_15.jpg,152.60792503748127,152.60792503748127,152.60792503748127
040820_200804_16.jpg,104.3484933689918,101.3764901450762,99.88250293083236
bgr_040820_200804_16.jpg,99.88250293083236,101.3764901450762,104.3484933689918
enh_040820_200804_16.jpg,100.55845636723329,95.33898739742087,95.75925959847596
rot_90_040820_200804_16.jpg,104.3484933689918,101.3764901450762,99.88250293083236
rot_180_040820_200804_16.jpg,104.3484933689918,101.3764901450762,99.88250293083236
gray_040820_200804_16.jpg,102.10629762602579,102.10629762602579,102.10629762602579
040820_200804_17.jpg,148.17894052973514,137.3028255872064,133.5546236881559
bgr_040820_200804_17.jpg,133.5546236881559,137.3028255872064,148.17894052973514
enh_040820_200804_17.jpg,149.13823888055973,128.82959220389804,122.67863368315842
rot_90_040820_200804_17.jpg,148.17894052973514,137.3028255872064,133.5546236881559
rot_180_040820_200804_17.jpg,148.17894052973514,137.3028255872064,133.5546236881559
gray_040820_200804_17.jpg,140.13098750624687,140.13098750624687,140.13098750624687
040820_200804_18.jpg,142.51072463768116,147.2272003998001,158.0048855572214
bgr_040820_200804_18.jpg,158.0048855572214,147.2272003998001,142.51072463768116
enh_040820_200804_18.jpg,133.49489155422287,137.8169595202399,146.3264107946027
rot_90_040820_200804_18.jpg,142.51072463768116,147.2272003998001,158.0048855572214
rot_180_040820_200804_18.jpg,142.51072463768116,147.2272003998001,158.0048855572214
gray_040820_200804_18.jpg,147.0333743128436,147.0333743128436,147.0333743128436
040820_200804_19.jpg,121.08272863568216,105.56910344827587,95.41462968515742
bgr_040820_200804_19.jpg,95.41462968515742,105.56910344827587,121.08272863568216
enh_040820_200804_19.jpg,129.47252973513244,103.29693753123438,84.58135832083958
rot_90_040820_200804_19.jpg,121.08272863568216,105.56910344827587,95.41462968515742
rot_180_040820_200804_19.jpg,121.08272863568216,105.56910344827587,95.41462968515742
gray_040820_200804_19.jpg,109.05301949025487,109.05301949025487,109.05301949025487
040820_200804_2.jpg,149.6723634720594,134.5140600576397,129.49617098964438
bgr_040820_200804_2.jpg,129.49617098964438,134.5140600576397,149.6723634720594
enh_040820_200804_2.jpg,143.53225503126222,122.83564624853459,113.06904796795624
rot_90_040820_200804_2.jpg,149.6723634720594,134.5140600576397,129.49617098964438
rot_180_040820_200804_2.jpg,149.6723634720594,134.5140600576397,129.49617098964438
gray_040820_200804_2.jpg,138.47981511332551,138.47981511332551,138.47981511332551
040820_200804_20.jpg,115.18604532877605,115.02747344970703,108.63675181070964
bgr_040820_200804_20.jpg,108.63675181070964,115.02747344970703,115.18604532877605
enh_040820_200804_20.jpg,108.46873219807942,108.55387369791667,101.19852701822917
rot_90_040820_200804_20.jpg,115.18604532877605,115.02747344970703,108.63675181070964
rot_180_040820_200804_20.jpg,115.18604532877605,115.02747344970703,108.63675181070964
gray_040820_200804_20.jpg,114.38473383585612,114.38473383585612,114.38473383585612
040820_200804_21.jpg,142.8896971514243,122.04290054972513,151.96888355822088
bgr_040820_200804_21.jpg,151.96888355822088,122.04290054972513,142.8896971514243
enh_040820_200804_21.jpg,143.80230284857572,133.99233983008494,158.3847856071964
rot_90_040820_200804_21.jpg,142.8896971514243,122.04290054972513,151.96888355822088
rot_180_040820_200804_21.jpg,142.8896971514243,122.04290054972513,151.96888355822088
gray_040820_200804_21.jpg,131.7030624687656,131.7030624687656,131.7030624687656
040820_200804_22.jpg,113.63536331834084,106.09621789105448,129.0591644177911
bgr_040820_200804_22.jpg,129.0591644177911,106.09621789105448,113.63536331834084
enh_040820_200804_22.jpg,119.46206696651674,104.96551524237881,130.7664867566217
rot_90_040820_200804_22.jpg,113.63536331834084,106.09621789105448,129.0591644177911
rot_180_040820_200804_22.jpg,113.63536331834084,106.09621789105448,129.0591644177911
gray_040820_200804_22.jpg,110.97760419790104,110.97760419790104,110.97760419790104
040820_200804_23.jpg,127.77285657171414,106.81968215892054,104.72190104947526
bgr_040820_200804_23.jpg,104.72190104947526,106.81968215892054,127.77285657171414
enh_040820_200804_23.jpg,143.9162968515742,114.23627086456771,107.89939030484757
rot_90_040820_200804_23.jpg,127.77285657171414,106.81968215892054,104.72190104947526
rot_180_040820_200804_23.jpg,127.77285657171414,106.81968215892054,104.72190104947526
gray_040820_200804_23.jpg,112.84667766116941,112.84667766116941,112.84667766116941
040820_200804_24.jpg,120.6047705402501,109.28973964439234,103.59137480461118
bgr_040820_200804_24.jpg,103.59137480461118,109.28973964439234,120.6047705402501
enh_040820_200804_24.jpg,122.73822232805783,108.47658326006253,99.96997179073857
rot_90_040820_200804_24.jpg,120.6047705402501,109.28973964439234,103.59137480461118
rot_180_040820_200804_24.jpg,120.6047705402501,109.28973964439234,103.59137480461118
gray_040820_200804_24.jpg,112.02642878077374,112.02642878077374,112.02642878077374
040820_200804_25.jpg,135.8445586667058,126.02946420709695,119.26626444287909
bgr_040820_200804_25.jpg,119.26626444287909,126.02946420709695,135.8445586667058
enh_040820_200804_25.jpg,134.17697846653556,119.34258240145579,107.1489793372663
rot_90_040820_200804_25.jpg,135.8445586667058,126.02946420709695,119.26626444287909
rot_180_040820_200804_25.jpg,135.8445586667058,126.02946420709695,119.26626444287909
gray_040820_200804_25.jpg,128.21931041061313,128.21931041061313,128.21931041061313
040820_200804_26.jpg,129.72640056569762,107.54426535028797,82.96296768977494
bgr_040820_200804_26.jpg,82.96296768977494,107.54426535028797,129.72640056569762
enh_040820_200804_26.jpg,139.84356360190128,106.96251215175157,68.00826929747
rot_90_040820_200804_26.jpg,129.72640056569762,107.54426535028797,82.96296768977494
rot_180_040820_200804_26.jpg,129.72640056569762,107.54426535028797,82.96296768977494
gray_040820_200804_26.jpg,111.38185688534121,111.38185688534121,111.38185688534121
040820_200804_27.jpg,139.2118728108528,115.18802912023762,94.3035489220969
bgr_040820_200804_27.jpg,94.3035489220969,115.18802912023762,139.2118728108528
enh_040820_200804_27.jpg,147.55369608652535,112.27448058895082,79.93505835283312
rot_90_040820_200804_27.jpg,139.2118728108528,115.18802912023762,94.3035489220969
rot_180_040820_200804_27.jpg,139.2118728108528,115.18802912023762,94.3035489220969
gray_040820_200804_27.jpg,120.00369132352726,120.00369132352726,120.00369132352726
040820_200804_28.jpg,165.20085990434922,136.80767380057938,112.6756428826153
bgr_040820_200804_28.jpg,112.6756428826153,136.80767380057938,165.20085990434922
enh_040820_200804_28.jpg,173.81225482772604,136.74804900270146,95.90870676052623
rot_90_040820_200804_28.jpg,165.20085990434922,136.80767380057938,112.6756428826153
rot_180_040820_200804_28.jpg,165.20085990434922,136.80767380057938,112.6756428826153
gray_040820_200804_28.jpg,142.55514025197482,142.55514025197482,142.55514025197482
040820_200804_29.jpg,145.88700495533837,127.85513951258646,105.27712901000851
bgr_040820_200804_29.jpg,105.27712901000851,127.85513951258646,145.88700495533837
enh_040820_200804_29.jpg,151.67198277127176,127.5586783236966,90.60328982125561
rot_90_040820_200804_29.jpg,145.88700495533837,127.85513951258646,105.27712901000851
rot_180_040820_200804_29.jpg,145.88700495533837,127.85513951258646,105.27712901000851
gray_040820_200804_29.jpg,130.68456128378972,130.68456128378972,130.68456128378972
040820_200804_3.jpg,146.68781567506838,129.86199626318876,129.68549909632668
bgr_040820_200804_3.jpg,129.68549909632668,129.86199626318876,146.68781567506838
enh_040820_200804_3.jpg,141.7454382815553,120.12088828644002,116.57630483098866
rot_90_040820_200804_3.jpg,146.68781567506838,129.86199626318876,129.68549909632668
rot_180_040820_200804_3.jpg,146.68781567506838,129.86199626318876,129.68549909632668
gray_040820_200804_3.jpg,134.87491879152012,134.87491879152012,134.87491879152012
040820_200804_30.jpg,113.5159340605658,104.73588137447912,96.33199623356765
bgr_040820_200804_30.jpg,96.33199623356765,104.73588137447912,113.5159340605658
enh_040820_200804_30.jpg,120.94678143456618,113.07647176641281,99.8529796827599
rot_90_040820_200804_30.jpg,113.5159340605658,104.73588137447912,96.33199623356765
rot_180_040820_200804_30.jpg,113.5159340605658,104.73588137447912,96.33199623356765
gray_040820_200804_30.jpg,106.40042586088137,106.40042586088137,106.40042586088137
040820_200804_31.jpg,60.23182808595702,58.154138930534735,53.2671784107946
bgr_040820_200804_31.jpg,53.2671784107946,58.154138930534735,60.23182808595702
enh_040820_200804_31.jpg,73.92857771114443,66.95371214392803,59.338192903548226
rot_90_040820_200804_31.jpg,60.23182808595702,58.154138930534735,53.2671784107946
rot_180_040820_200804_31.jpg,60.23182808595702,58.154138930534735,53.2671784107946
gray_040820_200804_31.jpg,58.22285357321339,58.22285357321339,58.22285357321339
040820_200804_32.jpg,152.86842855116276,134.34951889681352,118.90892425621007
bgr_040820_200804_32.jpg,118.90892425621007,134.34951889681352,152.86842855116276
enh_040820_200804_32.jpg,142.9771732803068,118.57925789772338,99.93149354778747
rot_90_040820_200804_32.jpg,152.86842855116276,134.34951889681352,118.90892425621007
rot_180_040820_200804_32.jpg,152.86842855116276,134.34951889681352,118.90892425621007
gray_040820_200804_32.jpg,138.1371584338587,138.1371584338587,138.1371584338587
040820_200804_33.jpg,131.38716944028647,119.76125529531468,102.18488964221773
bgr_040820_200804_33.jpg,102.18488964221773,119.76125529531468,131.38716944028647
enh_040820_200804_33.jpg,133.7947600843337,118.51486723802256,91.88135621202782
rot_90_040820_200804_33.jpg,131.38716944028647,119.76125529531468,102.18488964221773
rot_180_040820_200804_33.jpg,131.38716944028647,119.76125529531468,102.18488964221773
gray_040820_200804_33.jpg,121.23274987036874,121.23274987036874,121.23274987036874
040820_200804_34.jpg,160.7363593672038,140.61359000322855,128.19783197831978
bgr_040820_200804_34.jpg,128.19783197831978,140.61359000322855,160.7363593672038
enh_040820_200804_34.jpg,165.645794199368,135.12852511422227,120.01910348977135
rot_90_040820_200804_34.jpg,160.7363593672038,140.61359000322855,128.19783197831978
rot_180_040820_200804_34.jpg,160.7363593672038,140.61359000322855,128.19783197831978
gray_040820_200804_34.jpg,145.22839315938285,145.22839315938285,145.22839315938285
040820_200804_35.jpg,178.14364305421032,159.3620350395742,144.9500094166104
bgr_040820_200804_35.jpg,144.9500094166104,159.3620350395742,178.14364305421032
enh_040820_200804_35.jpg,178.33177714674258,150.69779223288623,134.02579295197285
rot_90_040820_200804_35.jpg,178.14364305421032,159.3620350395742,144.9500094166104
rot_180_040820_200804_35.jpg,178.14364305421032,159.3620350395742,144.9500094166104
gray_040820_200804_35.jpg,163.34503622337667,163.34503622337667,163.34503622337667
040820_200804_36.jpg,77.14100539761625,68.28572257229386,64.47661501074639
bgr_040820_200804_36.jpg,64.47661501074639,68.28572257229386,77.14100539761625
enh_040820_200804_36.jpg,81.71242733978116,66.17631032629933,59.565302608440795
rot_90_040820_200804_36.jpg,77.14100539761625,68.28572257229386,64.47661501074639
rot_180_040820_200804_36.jpg,77.14100539761625,68.28572257229386,64.47661501074639
gray_040820_200804_36.jpg,70.48803365572489,70.48803365572489,70.48803365572489
040820_200804_37.jpg,120.76703179953107,86.50978898007034,83.44745994529113
bgr_040820_200804_37.jpg,83.44745994529113,86.50978898007034,120.76703179953107
enh_040820_200804_37.jpg,134.22365242770613,79.23119260453302,73.53868820828448
rot_90_040820_200804_37.jpg,120.76703179953107,86.50978898007034,83.44745994529113
rot_180_040820_200804_37.jpg,120.76703179953107,86.50978898007034,83.44745994529113
gray_040820_200804_37.jpg,96.40867831672529,96.40867831672529,96.40867831672529
040820_200804_38.jpg,92.19984126285306,83.33433124944968,76.33025336796689
bgr_040820_200804_38.jpg,76.33025336796689,83.33433124944968,92.19984126285306
enh_040820_200804_38.jpg,100.04318494222848,84.38358073337051,71.80698149941789
rot_90_040820_200804_38.jpg,92.19984126285306,83.33433124944968,76.33025336796689
rot_180_040820_200804_38.jpg,92.19984126285306,83.33433124944968,76.33025336796689
gray_040820_200804_38.jpg,85.19272071556456,85.19272071556456,85.19272071556456
040820_200804_39.jpg,68.12789908167252,50.11732244040641,46.04897115572489
bgr_040820_200804_39.jpg,46.04897115572489,50.11732244040641,68.12789908167252
enh_040820_200804_39.jpg,81.80448722645565,53.3311028477921,44.6954309544744
rot_90_040820_200804_39.jpg,68.12789908167252,50.11732244040641,46.04897115572489
rot_180_040820_200804_39.jpg,68.12789908167252,50.11732244040641,46.04897115572489
gray_040820_200804_39.jpg,55.042360907581084,55.042360907581084,55.042360907581084
040820_200804_4.jpg,139.52896086036844,139.86107922209248,136.46762016189308
bgr_040820_200804_4.jpg,136.46762016189308,139.86107922209248,139.52896086036844
enh_040820_200804_4.jpg,145.08314973400488,145.05385912761415,136.9039523113975
rot_90_040820_200804_4.jpg,139.52896086036844,139.86107922209248,136.46762016189308
rot_180_040820_200804_4.jpg,139.52896086036844,139.86107922209248,136.46762016189308
gray_040820_200804_4.jpg,139.39996116324627,139.39996116324627,139.39996116324627
040820_200804_40.jpg,123.96300800778766,95.68690993317875,80.04378784988211
bgr_040820_200804_40.jpg,80.04378784988211,95.68690993317875,123.96300800778766
enh_040820_200804_40.jpg,136.0223546662362,96.69012014127361,67.89442451058085
rot_90_040820_200804_40.jpg,123.96300800778766,95.68690993317875,80.04378784988211
rot_180_040820_200804_40.jpg,123.96300800778766,95.68690993317875,80.04378784988211
gray_040820_200804_40.jpg,102.36288314597948,102.36288314597948,102.36288314597948
040820_200804_41.jpg,125.7497111669101,112.38338287665545,100.88407778586537
bgr_040820_200804_41.jpg,100.88407778586537,112.38338287665545,125.7497111669101
enh_040820_200804_41.jpg,127.01874606136695,108.6251050302145,91.70936551980186
rot_90_040820_200804_41.jpg,125.7497111669101,112.38338287665545,100.88407778586537
rot_180_040820_200804_41.jpg,125.7497111669101,112.38338287665545,100.88407778586537
gray_040820_200804_41.jpg,115.07197134384938,115.07197134384938,115.07197134384938
040820_200804_42.jpg,111.86505920410156,97.40774536132812,80.20336730957031
bgr_040820_200804_42.jpg,80.20336730957031,97.40774536132812,111.86505920410156
enh_040820_200804_42.jpg,112.61116027832031,97.20935913085937,78.65988830566407
rot_90_040820_200804_42.jpg,111.86505920410156,97.40774536132812,80.20336730957031
rot_180_040820_200804_42.jpg,111.86505920410156,97.40774536132812,80.20336730957031
gray_040820_200804_42.jpg,99.76487060546874,99.76487060546874,99.76487060546874
040820_200804_43.jpg,107.45899353027343,92.33624389648438,73.51881225585937
bgr_040820_200804_43.jpg,73.51881225585937,92.33624389648438,107.45899353027343
enh_040820_200804_43.jpg,110.83343322753906,94.34337890625,72.93269836425782
rot_90_040820_200804_43.jpg,107.45899353027343,92.33624389648438,73.51881225585937
rot_180_040820_200804_43.jpg,107.45899353027343,92.33624389648438,73.51881225585937
gray_040820_200804_43.jpg,94.71035461425781,94.71035461425781,94.71035461425781
040820_200804_44.jpg,103.81047053536099,100.89365141204574,100.28237983810692
bgr_040820_200804_44.jpg,100.28237983810692,100.89365141204574,103.81047053536099
enh_040820_200804_44.jpg,100.70057778830794,95.63046706692134,91.50687947905014
rot_90_040820_200804_44.jpg,103.81047053536099,100.89365141204574,100.28237983810692
rot_180_040820_200804_44.jpg,103.81047053536099,100.89365141204574,100.28237983810692
gray_040820_200804_44.jpg,101.70040680888897,101.70040680888897,101.70040680888897
040820_200804_45.jpg,102.35777504482104,99.19321346047688,98.75209816172699
bgr_040820_200804_45.jpg,98.75209816172699,99.19321346047688,102.35777504482104
enh_040820_200804_45.jpg,98.75931532512958,93.83813561599,89.69042771722935
rot_90_040820_200804_45.jpg,102.35777504482104,99.19321346047688,98.75209816172699
rot_180_040820_200804_45.jpg,102.35777504482104,99.19321346047688,98.75209816172699
gray_040820_200804_45.jpg,100.0888958637636,100.0888958637636,100.0888958637636
040820_200804_46.jpg,103.71116935267192,99.88142333038597,97.8789648905976
bgr_040820_200804_46.jpg,97.8789648905976,99.88142333038597,103.71116935267192
enh_040820_200804_46.jpg,100.46389952760829,94.94147679809285,90.09489846265076
rot_90_040820_200804_46.jpg,103.71116935267192,99.88142333038597,97.8789648905976
rot_180_040820_200804_46.jpg,103.71116935267192,99.88142333038597,97.8789648905976
gray_040820_200804_46.jpg,100.79890255638657,100.79890255638657,100.79890255638657
040820_200804_47.jpg,131.7910472733668,115.390146333957,98.77877644685226
bgr_040820_200804_47.jpg,98.77877644685226,115.390146333957,131.7910472733668
enh_040820_200804_47.jpg,129.20405538756148,110.90809489846265,85.06884608432705
rot_90_040820_200804_47.jpg,131.7910472733668,115.390146333957,98.77877644685226
rot_180_040820_200804_47.jpg,131.7910472733668,115.390146333957,98.77877644685226
gray_040820_200804_47.jpg,118.40865729862288,118.40865729862288,118.40865729862288
040820_200804_48.jpg,70.23798258941002,59.86187610831302,51.48985115020298
bgr_040820_200804_48.jpg,51.48985115020298,59.86187610831302,70.23798258941002
enh_040820_200804_48.jpg,71.02841494750932,61.873765894979556,51.99671963771904
rot_90_040820_200804_48.jpg,70.23798258941002,59.86187610831302,51.48985115020298
rot_180_040820_200804_48.jpg,70.23798258941002,59.86187610831302,51.48985115020298
gray_040820_200804_48.jpg,62.01125716281637,62.01125716281637,62.01125716281637
040820_200804_49.jpg,87.18572998046875,62.58706237792969,73.89604614257813
bgr_040820_200804_49.jpg,73.89604614257813,62.58706237792969,87.18572998046875
enh_040820_200804_49.jpg,91.56061950683593,61.74621643066406,73.10686584472656
rot_90_040820_200804_49.jpg,87.18572998046875,62.58706237792969,73.89604614257813
rot_180_040820_200804_49.jpg,87.18572998046875,62.58706237792969,73.89604614257813
gray_040820_200804_49.jpg,71.23764282226563,71.23764282226563,71.23764282226563
040820_200804_5.jpg,137.9061145904066,137.92236984802372,134.2930220856558
bgr_040820_200804_5.jpg,134.2930220856558,137.92236984802372,137.9061145904066
enh_040820_200804_5.jpg,143.74924769055656,143.12014052065675,134.5059171091777
rot_90_040820_200804_5.jpg,137.9061145904066,137.92236984802372,134.2930220856558
rot_180_040820_200804_5.jpg,137.9061145904066,137.92236984802372,134.2930220856558
gray_040820_200804_5.jpg,137.53035190006986,137.53035190006986,137.53035190006986
040820_200804_50.jpg,94.20020489755123,85.02234382808595,79.69088455772113
bgr_040820_200804_50.jpg,79.69088455772113,85.02234382808595,94.20020489755123
enh_040820_200804_50.jpg,102.7679420289855,95.55859470264868,86.6347656171914
rot_90_040820_200804_50.jpg,94.20020489755123,85.02234382808595,79.69088455772113
rot_180_040820_200804_50.jpg,94.20020489755123,85.02234382808595,79.69088455772113
gray_040820_200804_50.jpg,87.16375712143928,87.16375712143928,87.16375712143928
040820_200804_51.jpg,115.18615139983292,81.4409485938164,64.9982517354411
bgr_040820_200804_51.jpg,64.9982517354411,81.4409485938164,115.18615139983292
enh_040820_200804_51.jpg,129.18326917534185,85.65255516528825,60.36089297665398
rot_90_040820_200804_51.jpg,115.18615139983292,81.4409485938164,64.9982517354411
rot_180_040820_200804_51.jpg,115.18615139983292,81.4409485938164,64.9982517354411
gray_040820_200804_51.jpg,89.66837503602781,89.66837503602781,89.66837503602781
040820_200804_52.jpg,131.31052366110902,111.66383308989121,94.58557336726868
bgr_040820_200804_52.jpg,94.58557336726868,111.66383308989121,131.31052366110902
enh_040820_200804_52.jpg,139.51046027659584,111.43049503426916,86.77148600655583
rot_90_040820_200804_52.jpg,131.31052366110902,111.66383308989121,94.58557336726868
rot_180_040820_200804_52.jpg,131.31052366110902,111.66383308989121,94.58557336726868
gray_040820_200804_52.jpg,115.60805716086232,115.60805716086232,115.60805716086232
040820_200804_53.jpg,131.0277908726301,122.37679955838459,108.86202144081913
bgr_040820_200804_53.jpg,108.86202144081913,122.37679955838459,131.0277908726301
enh_040820_200804_53.jpg,135.71857886792085,123.175327181331,103.58919568838756
rot_90_040820_200804_53.jpg,131.0277908726301,122.37679955838459,108.86202144081913
rot_180_040820_200804_53.jpg,131.0277908726301,122.37679955838459,108.86202144081913
gray_040820_200804_53.jpg,123.43424742187462,123.43424742187462,123.43424742187462
040820_200804_54.jpg,124.97935484580098,116.7299960186221,103.378910543568
bgr_040820_200804_54.jpg,103.378910543568,116.7299960186221,124.97935484580098
enh_040820_200804_54.jpg,127.86365979003727,116.02050165361524,97.18105560250704
rot_90_040820_200804_54.jpg,124.97935484580098,116.7299960186221,103.378910543568
rot_180_040820_200804_54.jpg,124.97935484580098,116.7299960186221,103.378910543568
gray_040820_200804_54.jpg,117.68296202302848,117.68296202302848,117.68296202302848
040820_200804_55.jpg,133.11139064889133,121.33486197075763,106.56905431283371
bgr_040820_200804_55.jpg,106.56905431283371,121.33486197075763,133.11139064889133
enh_040820_200804_55.jpg,138.8603800383971,122.6470813813183,100.5720281334421
rot_90_040820_200804_55.jpg,133.11139064889133,121.33486197075763,106.56905431283371
rot_180_040820_200804_55.jpg,133.11139064889133,121.33486197075763,106.56905431283371
gray_040820_200804_55.jpg,123.18187752499963,123.18187752499963,123.18187752499963
040820_200804_56.jpg,99.91269665167417,96.61448175912044,92.68913543228386
bgr_040820_200804_56.jpg,92.68913543228386,96.61448175912044,99.91269665167417
enh_040820_200804_56.jpg,103.23827486256872,97.46932533733134,91.85566616691654
rot_90_040820_200804_56.jpg,99.91269665167417,96.61448175912044,92.68913543228386
rot_180_040820_200804_56.jpg,99.91269665167417,96.61448175912044,92.68913543228386
gray_040820_200804_56.jpg,97.14865667166417,97.14865667166417,97.14865667166417
040820_200804_57.jpg,85.75506446776612,81.94797701149426,75.11990104947526
bgr_040820_200804_57.jpg,75.11990104947526,81.94797701149426,85.75506446776612
enh_040820_200804_57.jpg,104.68758020989505,99.91345827086457,90.80755822088956
rot_90_040820_200804_57.jpg,85.75506446776612,81.94797701149426,75.11990104947526
rot_180_040820_200804_57.jpg,85.75506446776612,81.94797701149426,75.11990104947526
gray_040820_200804_57.jpg,82.29713343328336,82.29713343328336,82.29713343328336
040820_200804_58.jpg,49.444019274376416,40.51884405277262,39.33417594310451
bgr_040820_200804_58.jpg,39.33417594310451,40.51884405277262,49.444019274376416
enh_040820_200804_58.jpg,63.20673572459287,52.037108328179755,49.44333642547928
rot_90_040820_200804_58.jpg,49.444019274376416,40.51884405277262,39.33417594310451
rot_180_040820_200804_58.jpg,49.444019274376416,40.51884405277262,39.33417594310451
gray_040820_200804_58.jpg,43.060495258709544,43.060495258709544,43.060495258709544
040820_200804_59.jpg,98.63861269365317,98.97085557221389,100.2483888055972
bgr_040820_200804_59.jpg,100.2483888055972,98.97085557221389,98.63861269365317
enh_040820_200804_59.jpg,104.41895352323839,104.71618990504747,101.88788005997002
rot_90_040820_200804_59.jpg,98.63861269365317,98.97085557221389,100.2483888055972
rot_180_040820_200804_59.jpg,98.63861269365317,98.97085557221389,100.2483888055972
gray_040820_200804_59.jpg,99.01369815092454,99.01369815092454,99.01369815092454
040820_200804_6.jpg,111.55384000097695,87.36498754396249,73.08444949198906
bgr_040820_200804_6.jpg,73.08444949198906,87.36498754396249,111.55384000097695
enh_040820_200804_6.jpg,120.19863777354435,87.68062780871435,66.49455903184838
rot_90_040820_200804_6.jpg,111.55384000097695,87.36498754396249,73.08444949198906
rot_180_040820_200804_6.jpg,111.55384000097695,87.36498754396249,73.08444949198906
gray_040820_200804_6.jpg,92.97918315259867,92.97918315259867,92.97918315259867
040820_200804_60.jpg,157.79278860569715,125.87528135932034,111.75812093953023
bgr_040820_200804_60.jpg,111.75812093953023,125.87528135932034,157.79278860569715
enh_040820_200804_60.jpg,169.59593703148425,120.21712343828086,102.14454072963518
rot_90_040820_200804_60.jpg,157.79278860569715,125.87528135932034,111.75812093953023
rot_180_040820_200804_60.jpg,157.79278860569715,125.87528135932034,111.75812093953023
gray_040820_200804_60.jpg,133.82256471764117,133.82256471764117,133.82256471764117
040820_200804_61.jpg,84.29911176414826,70.21068347710684,62.6553938761968
